index,rank,title,gross,theaters,total_gross,year,distributor,gender,woc,director_name,,,
436,37,Battle Los Angeles,"$83,552,429 ","3,417","$83,552,429 ",2011,Sony Pictures,Male,,,,,
439,40,Zookeeper,"$80,360,843 ","3,482","$80,360,843 ",2011,Sony Pictures,Male,,,,,
443,44,Moneyball,"$74,896,695 ","3,018","$75,605,492 ",2011,Sony Pictures,Male,,,,,
446,47,Jack and Jill,"$71,635,888 ","3,438","$74,158,157 ",2011,Sony Pictures,Male,,,,,
466,67,The Girl with the Dragon Tattoo,"$50,338,690 ","2,950","$102,515,793 ",2011,Sony Pictures,Male,,,,,
476,77,The Ides of March,"$40,796,111 ","2,199","$40,962,534 ",2011,Sony Pictures,Male,,,,,1
490,91,30 Minutes or Less,"$37,053,924 ","2,888","$37,053,924 ",2011,Sony Pictures,Male,,,,,
503,4,Skyfall,"$290,904,271 ","3,526","$304,360,277 ",2012,Sony Pictures,Male,,,,,
505,6,The Amazing Spider-Man,"$262,030,663 ","4,318","$262,030,663 ",2012,Sony Pictures,Male,,,,,
511,12,Men in Black 3,"$179,020,854 ","4,248","$179,020,854 ",2012,Sony Pictures,Male,,,,,
515,16,Hotel Transylvania,"$145,321,690 ","3,375","$148,313,048 ",2012,Sony Pictures,Male,,,,,
517,18,21 Jump Street,"$138,447,667 ","3,148","$138,447,667 ",2012,Sony Pictures,Male,,,,,
546,47,Hope Springs,"$63,536,011 ","2,441","$63,536,011 ",2012,Sony Pictures,Male,,,,,
551,52,Total Recall,"$58,877,969 ","3,601","$58,877,969 ",2012,Sony Pictures,Male,,,,,
560,61,The Girl with the Dragon Tattoo,"$52,177,103 ","2,950","$102,515,793 ",2012,Sony Pictures,Male,,,,,
562,63,Ghost Rider: Spirit of Vengeance,"$51,774,002 ","3,174","$51,774,002 ",2012,Sony Pictures,Male,,,,,
576,77,Here Comes the Boom,"$43,599,656 ","3,014","$45,290,318 ",2012,Sony Pictures,Male,,,,,
591,92,That's My Boy,"$36,931,089 ","3,030","$36,931,089 ",2012,Sony Pictures,Male,,,,,
619,20,Grown Ups 2,"$133,668,525 ","3,491","$133,668,525 ",2013,Sony Pictures,Male,,,,,
623,24,Cloudy with a Chance of Meatballs 2,"$116,857,454 ","4,001","$119,793,567 ",2013,Sony Pictures,Male,,,,,
627,28,Captain Phillips,"$104,638,057 ","3,143","$107,100,855 ",2013,Sony Pictures,Male,,,,,
630,31,This Is the End,"$101,470,202 ","3,055","$101,470,202 ",2013,Sony Pictures,Male,,,,,
646,47,White House Down,"$73,103,784 ","3,222","$73,103,784 ",2013,Sony Pictures,Male,,,,,
649,50,The Smurfs 2,"$71,017,784 ","3,867","$71,017,784 ",2013,Sony Pictures,Male,,,,,
652,53,American Hustle,"$67,518,524 ","2,629","$150,117,807 ",2013,Sony Pictures,Male,,,,,
660,61,After Earth,"$60,522,097 ","3,401","$60,522,097 ",2013,Sony Pictures,Male,,,,,
709,10,The Amazing Spider-Man 2,"$202,853,933 ","4,324","$202,853,933 ",2014,Sony Pictures,Male,,,,,
711,12,22 Jump Street,"$191,719,337 ","3,426","$191,719,337 ",2014,Sony Pictures,Male,,,,,
729,30,The Equalizer,"$100,915,604 ","3,236","$101,530,738 ",2014,Sony Pictures,Male,,,,,
733,34,Fury,"$85,244,339 ","3,313","$85,817,906 ",2014,Sony Pictures,Male,,,,,
738,39,American Hustle,"$82,599,283 ","2,629","$150,117,807 ",2014,Sony Pictures,Male,,,,,
740,41,The Monuments Men,"$78,031,620 ","3,083","$78,031,620 ",2014,Sony Pictures,Male,,,,,
755,56,RoboCop,"$58,607,007 ","3,372","$58,607,007 ",2014,Sony Pictures,Male,,,,,
756,57,Annie,"$56,951,920 ","3,197","$85,911,262 ",2014,Sony Pictures,Male,,,,,
783,84,Sex Tape,"$38,543,473 ","3,062","$38,543,473 ",2014,Sony Pictures,Male,,,,,
810,11,Spectre,"$197,102,585 ","3,929","$200,074,609 ",2015,Sony Pictures,Male,,,,,
815,16,Hotel Transylvania 2,"$168,471,018 ","3,768","$169,700,110 ",2015,Sony Pictures,Male,,,,,
834,35,Goosebumps,"$79,132,868 ","3,618","$80,080,379 ",2015,Sony Pictures,Male,,,,,
835,36,Pixels,"$78,747,585 ","3,723","$78,747,585 ",2015,Sony Pictures,Male,,,,,
839,40,Paul Blart: Mall Cop 2,"$71,038,190 ","3,633","$71,038,190 ",2015,Sony Pictures,Male,,,,,
867,68,The Night Before,"$42,884,826 ","2,960","$43,047,372 ",2015,Sony Pictures,Male,,,,,
881,82,Chappie,"$31,569,268 ","3,201","$31,569,268 ",2015,Sony Pictures,Male,,,,,
884,85,Annie,"$28,959,342 ","3,197","$85,911,262 ",2015,Sony Pictures,Male,,,,,
920,21,Ghostbusters,"$128,350,574 ","3,963","$128,350,574 ",2016,Sony Pictures,Male,,,,,
925,26,The Angry Birds Movie,"$107,509,366 ","3,932","$107,509,366 ",2016,Sony Pictures,Male,,,,,
928,29,Sausage Party,"$97,685,686 ","3,135","$97,685,686 ",2016,Sony Pictures,Male,,,,,
929,30,The Magnificent Seven,"$93,420,253 ","3,696","$93,432,655 ",2016,Sony Pictures,Male,,,,,
958,59,Passengers,"$55,380,209 ","3,478","$100,014,699 ",2016,Sony Pictures,Male,,,,,
959,60,The Shallows,"$55,124,043 ","2,962","$55,124,043 ",2016,Sony Pictures,Male,,,,,
976,77,Risen,"$36,880,033 ","2,915","$36,880,033 ",2016,Sony Pictures,Male,,,,,
982,83,The 5th Wave,"$34,916,787 ","2,908","$34,916,787 ",2016,Sony Pictures,Male,,,,,
983,84,Inferno,"$34,221,651 ","3,576","$34,343,574 ",2016,Sony Pictures,Male,,,,,
1004,5,Spider-Man: Homecoming,"$334,201,140 ","4,348","$334,201,140 ",2017,Sony Pictures,Male,,,,,
1017,18,Jumanji: Welcome to the Jungle,"$170,863,915 ","3,849","$404,515,480 ",2017,Sony Pictures,Male,,,,,
1037,38,The Emoji Movie,"$86,089,513 ","4,075","$86,089,513 ",2017,Sony Pictures,Male,,,,,
1053,54,The Dark Tower,"$50,701,325 ","3,451","$50,701,325 ",2017,Sony Pictures,Male,,,,,
1059,60,Smurfs: The Lost Village,"$45,020,282 ","3,610","$45,020,282 ",2017,Sony Pictures,Male,,,,,
1063,64,Passengers,"$44,634,490 ","3,478","$100,014,699 ",2017,Sony Pictures,Male,,,,,
1069,70,The Star,"$39,963,949 ","2,976","$40,852,824 ",2017,Sony Pictures,Male,,,,,
1086,87,Life,"$30,234,022 ","3,146","$30,234,022 ",2017,Sony Pictures,Male,,,,,
1106,7,Jumanji: Welcome to the Jungle,"$235,512,923 ","3,849","$404,515,480 ",2018,Sony Pictures,Male,,,,,
1110,11,Venom,"$213,312,395 ","4,250","$213,515,506 ",2018,Sony Pictures,Male,,,,,
1117,18,Hotel Transylvania 3: Summer Vacation,"$168,786,400 ","4,267","$167,510,016 ",2018,Sony Pictures,Male,,,,,
1126,27,Peter Rabbit,"$115,253,424 ","3,725","$115,253,424 ",2018,Sony Pictures,Male,,,,,
1128,29,Spider-Man: Into the Spider-Verse,"$108,146,445 ","3,813","$190,241,310 ",2018,Sony Pictures,Male,,,,,
1131,32,The Equalizer 2,"$102,084,362 ","3,388","$102,084,362 ",2018,Sony Pictures,Male,,,,,
1159,60,Sicario: Day of the Soldado,"$50,072,235 ","3,055","$50,072,235 ",2018,Sony Pictures,Male,,,,,
1165,66,Goosebumps 2: Haunted Halloween,"$46,700,633 ","3,723","$46,700,633 ",2018,Sony Pictures,Male,,,,,
1206,7,Spider-Man: Far from Home,"$390,532,085 ","4,634","$390,532,085 ",2019,Sony Pictures,Male,,,,,
1210,11,Jumanji: The Next Level,"$192,094,536 ","4,227","$316,831,246 ",2019,Sony Pictures,Male,,,,,
1217,18,Once Upon a Time... in Hollywood,"$141,076,968 ","3,659","$142,502,728 ",2019,Sony Pictures,Male,,,,,
1234,35,Spider-Man: Into the Spider-Verse,"$82,094,865 ","3,813","$190,241,310 ",2019,Sony Pictures,Male,,,,,
1235,36,Men in Black: International,"$80,001,807 ","4,224","$80,001,807 ",2019,Sony Pictures,Male,,,,,
1239,40,Zombieland: Double Tap,"$72,930,156 ","3,468","$73,123,082 ",2019,Sony Pictures,Male,,,,,
1247,48,Escape Room,"$57,005,601 ","2,717","$57,005,601 ",2019,Sony Pictures,Male,,,,,
1264,65,A Dog's Way Home,"$42,004,346 ","3,090","$42,004,346 ",2019,Sony Pictures,Male,,,,,
1265,66,The Angry Birds Movie 2,"$41,667,116 ","3,869","$41,667,116 ",2019,Sony Pictures,Male,,,,,
1182,83,Alpha,"$35,857,181 ","2,881","$35,857,181 ",2018,Other,Male,,,,,
865,66,The Gift,"$43,787,265 ","2,503","$43,787,265 ",2015,STX Entertainment,Male,,,,,
924,25,Bad Moms,"$113,257,297 ","3,215","$113,257,297 ",2016,STX Entertainment,Male,,,,,
979,80,The Boy,"$35,819,556 ","2,671","$35,819,556 ",2016,STX Entertainment,Male,,,,,
1043,44,A Bad Moms Christmas,"$71,891,988 ","3,615","$72,110,659 ",2017,STX Entertainment,Male,,,,,
1068,69,Valerian and the City of a Thousand Planets,"$40,479,370 ","3,553","$41,189,488 ",2017,STX Entertainment,Male,,,,,
1073,74,The Foreigner,"$34,393,507 ","2,515","$34,393,507 ",2017,STX Entertainment,Male,,,,,
1167,68,Den of Thieves,"$44,947,622 ","2,432","$44,947,622 ",2018,STX Entertainment,Male,,,,,
1181,82,Mile 22,"$36,108,758 ","3,520","$36,108,758 ",2018,STX Entertainment,Male,,,,,
1183,84,Peppermint,"$35,418,723 ","2,980","$35,418,723 ",2018,STX Entertainment,Male,,,,,
1190,91,Adrift,"$31,445,012 ","3,015","$31,445,012 ",2018,STX Entertainment,Male,,,,,
1225,26,The Upside,"$108,252,517 ","3,568","$108,252,517 ",2019,STX Entertainment,Male,,,,,
1285,86,21 Bridges,"$27,747,269 ","2,665","$28,539,757 ",2019,STX Entertainment,Male,,,,,
1289,90,Countdown,"$25,594,369 ","2,675","$25,621,766 ",2019,STX Entertainment,Male,,,,,
203,4,The Twilight Saga: New Moon,"$284,512,392 ","4,124","$296,623,634 ",2009,Lionsgate,Male,,,,,
237,38,Knowing,"$79,957,634 ","3,337","$79,957,634 ",2009,Lionsgate,Male,,,,,
293,94,Push,"$31,811,527 ","2,313","$31,811,527 ",2009,Lionsgate,Male,,,,,
304,5,The Twilight Saga: Eclipse,"$300,531,751 ","4,468","$300,531,751 ",2010,Lionsgate,Male,,,,,
333,34,RED,"$89,296,297 ","3,349","$90,380,162 ",2010,Lionsgate,Male,,,,,
362,63,Letters to Juliet,"$53,032,453 ","2,975","$53,032,453 ",2010,Lionsgate,Male,,,,,
402,3,The Twilight Saga: Breaking Dawn - Part 1,"$274,841,954 ","4,066","$281,287,133 ",2011,Lionsgate,Male,,,,,
459,60,Source Code,"$54,712,227 ","2,971","$54,712,227 ",2011,Lionsgate,Male,,,,,
497,98,50/50,"$35,014,192 ","2,479","$35,014,192 ",2011,Lionsgate,Male,,,,,
187,88,Fireproof,"$33,185,636 ",905,"$33,456,317 ",2008,Other,Male,,,,,
197,98,Zack and Miri Make a Porno,"$31,213,743 ","2,735","$31,457,946 ",2008,Warner Bros.,Male,,,,,
224,25,Inglourious Basterds,"$120,540,719 ","3,358","$120,540,719 ",2009,Warner Bros.,Male,,,,,
289,90,The Reader,"$32,519,680 ","1,203","$34,194,407 ",2009,Warner Bros.,Male,,,,,
421,22,The King's Speech,"$117,779,109 ","2,584","$135,453,143 ",2011,Warner Bros.,Male,,,,,1
538,39,Django Unchained,"$68,605,611 ","3,012","$162,805,434 ",2012,Warner Bros.,Male,,,,,
585,86,The Artist,"$40,075,103 ","1,756","$44,671,682 ",2012,Warner Bros.,Male,,,,,
590,91,Lawless,"$37,400,127 ","3,138","$37,400,127 ",2012,Warner Bros.,Male,,,,,
624,25,Lee Daniels' The Butler,"$116,180,128 ","3,330","$116,632,095 ",2013,Warner Bros.,Male,,,,,
628,29,Silver Linings Playbook,"$103,633,972 ","2,809","$132,092,958 ",2013,Warner Bros.,Male,,,,,
635,36,Django Unchained,"$94,199,823 ","3,012","$162,805,434 ",2013,Warner Bros.,Male,,,,,
661,62,Escape from Planet Earth,"$57,012,977 ","3,353","$57,012,977 ",2013,Warner Bros.,Male,,,,,
774,75,The Giver,"$45,090,374 ","3,003","$45,090,374 ",2014,Warner Bros.,Male,,,,,
777,78,St. Vincent,"$42,845,277 ","2,552","$44,137,712 ",2014,Warner Bros.,Male,,,,,
784,85,August: Osage County,"$37,484,719 ","2,411","$37,738,810 ",2014,Warner Bros.,Male,,,,,
838,39,The Imitation Game,"$71,189,164 ","2,402","$91,125,683 ",2015,Warner Bros.,Male,,,,,
855,56,Southpaw,"$52,421,953 ","2,772","$52,421,953 ",2015,Warner Bros.,Male,,,,,
876,77,Woman in Gold,"$33,307,793 ","2,011","$33,307,793 ",2015,Warner Bros.,Male,,,,,
888,89,No Escape,"$27,288,872 ","3,415","$27,288,872 ",2015,Warner Bros.,Male,,,,,
972,73,The Hateful Eight,"$40,778,206 ","2,938","$54,117,416 ",2016,Warner Bros.,Male,,,,,
1056,57,Lion,"$46,435,205 ","1,802","$51,738,905 ",2017,Warner Bros.,Male,,,,,
1075,76,Wind River,"$33,800,859 ","2,890","$33,800,859 ",2017,Warner Bros.,Male,,,,,
227,28,District 9,"$115,646,235 ","3,180","$115,646,235 ",2009,Sony Pictures,Male,,,,,
472,73,Soul Surfer,"$43,853,424 ","2,240","$43,853,424 ",2011,Sony Pictures,Male,,,,,
488,89,Jumping the Broom,"$37,295,394 ","2,035","$37,295,394 ",2011,Sony Pictures,Male,,,,,
492,93,Colombiana,"$36,665,854 ","2,614","$36,665,854 ",2011,Sony Pictures,Male,,,,,
540,41,Looper,"$66,475,042 ","2,993","$66,486,205 ",2012,Sony Pictures,Male,,,,,
636,37,Elysium,"$93,050,117 ","3,284","$93,050,117 ",2013,Sony Pictures,Male,,,,,
664,65,Evil Dead,"$54,239,856 ","3,025","$54,239,856 ",2013,Sony Pictures,Male,,,,,
667,68,The Call,"$51,872,378 ","2,507","$51,872,378 ",2013,Sony Pictures,Male,,,,,
695,96,One Direction: This Is Us,"$28,873,374 ","2,735","$28,873,374 ",2013,Sony Pictures,Male,,,,,
732,33,Heaven Is for Real,"$91,443,253 ","3,048","$91,443,253 ",2014,Sony Pictures,Male,,,,,
794,95,When the Game Stands Tall,"$30,127,963 ","2,766","$30,127,963 ",2014,Sony Pictures,Male,,,,,
841,42,War Room,"$67,790,117 ","1,945","$67,790,117 ",2015,Sony Pictures,Male,,,,,1
889,90,Ricki and the Flash,"$26,822,144 ","2,064","$26,822,144 ",2015,Sony Pictures,Male,,,,,
1030,31,Baby Driver,"$107,825,862 ","3,226","$107,825,862 ",2017,Sony Pictures,Male,,,,,
9,10,The Simpsons Movie,"$183,135,014 ","3,926","$183,135,014 ",2007,Twentieth Century Fox,Male,,,,,
12,13,Alvin and the Chipmunks,"$147,077,315 ","3,499","$217,326,974 ",2007,Twentieth Century Fox,Male,,,,,
14,15,Night at the Museum,"$135,041,114 ","3,768","$250,863,268 ",2007,Twentieth Century Fox,Male,,,,,
15,16,Live Free or Die Hard,"$134,529,403 ","3,411","$134,529,403 ",2007,Twentieth Century Fox,Male,,,,,
17,18,Fantastic 4: Rise of the Silver Surfer,"$131,921,738 ","3,963","$131,921,738 ",2007,Twentieth Century Fox,Male,,,,,
59,60,Epic Movie,"$39,739,367 ","2,840","$39,739,367 ",2007,Twentieth Century Fox,Male,,,,,
61,62,Hitman,"$39,219,918 ","2,468","$39,687,694 ",2007,Twentieth Century Fox,Male,,,,,
80,81,Mr. Magorium's Wonder Emporium,"$31,049,456 ","3,168","$32,061,555 ",2007,Twentieth Century Fox,Male,,,,,
88,89,Aliens vs. Predator: Requiem,"$28,206,419 ","2,617","$41,797,066 ",2007,Twentieth Century Fox,Male,,,,,
109,10,Horton Hears a Who!,"$154,529,439 ","3,961","$154,529,439 ",2008,Twentieth Century Fox,Male,,,,,
132,33,What Happens in Vegas,"$80,277,646 ","3,255","$80,277,646 ",2008,Twentieth Century Fox,Male,,,,,
133,34,Jumper,"$80,172,128 ","3,430","$80,172,128 ",2008,Twentieth Century Fox,Male,,,,,
137,38,Marley & Me,"$72,444,071 ","3,505","$143,153,751 ",2008,Twentieth Century Fox,Male,,,,,
140,41,Alvin and the Chipmunks,"$70,249,659 ","3,499","$217,326,974 ",2008,Twentieth Century Fox,Male,,,,,
142,43,The Day the Earth Stood Still,"$67,286,845 ","3,560","$79,366,978 ",2008,Twentieth Century Fox,Male,,,,,
145,46,The Happening,"$64,506,874 ","2,986","$64,506,874 ",2008,Twentieth Century Fox,Male,,,,,
162,63,Australia,"$45,135,608 ","2,721","$49,554,002 ",2008,Twentieth Century Fox,Male,,,,,
171,72,Max Payne,"$40,662,868 ","3,381","$40,689,393 ",2008,Twentieth Century Fox,Male,,,,,
177,78,Meet the Spartans,"$38,233,676 ","2,643","$38,233,676 ",2008,Twentieth Century Fox,Male,,,,,
198,99,Mirrors,"$30,691,439 ","2,664","$30,691,439 ",2008,Twentieth Century Fox,Male,,,,,
199,100,Space Chimps,"$30,105,968 ","2,538","$30,105,968 ",2008,Twentieth Century Fox,Male,,,,,
204,5,Avatar,"$283,624,210 ","3,461","$749,766,139 ",2009,Twentieth Century Fox,Male,,,,,
208,9,Ice Age: Dawn of the Dinosaurs,"$196,573,705 ","4,102","$196,573,705 ",2009,Twentieth Century Fox,Male,,,,,
210,11,X-Men Origins: Wolverine,"$179,883,157 ","4,102","$179,883,157 ",2009,Twentieth Century Fox,Male,,,,,
211,12,Night at the Museum: Battle of the Smithsonian,"$177,243,721 ","4,101","$177,243,721 ",2009,Twentieth Century Fox,Male,,,,,
217,18,Taken,"$145,000,989 ","3,184","$145,000,989 ",2009,Twentieth Century Fox,Male,,,,,
248,49,Marley & Me,"$70,709,680 ","3,505","$143,153,751 ",2009,Twentieth Century Fox,Male,,,,,
257,58,Bride Wars,"$58,715,510 ","3,228","$58,715,510 ",2009,Twentieth Century Fox,Male,,,,,
284,85,All About Steve,"$33,862,903 ","2,265","$33,862,903 ",2009,Twentieth Century Fox,Male,,,,,
300,1,Avatar,"$466,141,929 ","3,461","$749,766,139 ",2010,Twentieth Century Fox,Male,,,,,
326,27,Alvin and the Chipmunks: The Squeakquel,"$98,887,330 ","3,747","$219,614,612 ",2010,Twentieth Century Fox,Male,,,,,
327,28,Date Night,"$98,711,404 ","3,380","$98,711,404 ",2010,Twentieth Century Fox,Male,,,,,
334,35,Percy Jackson & the Olympians: The Lightning Thief,"$88,768,303 ","3,396","$88,768,303 ",2010,Twentieth Century Fox,Male,,,,,
338,39,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$80,066,097 ","3,555","$104,386,950 ",2010,Twentieth Century Fox,Male,,,,,
340,41,Unstoppable,"$79,104,757 ","3,261","$81,562,942 ",2010,Twentieth Century Fox,Male,,,,,
341,42,The A-Team,"$77,222,099 ","3,544","$77,222,099 ",2010,Twentieth Century Fox,Male,,,,,
342,43,Knight and Day 2010 Re-release,"$76,423,035 ","3,104","$76,423,035 ",2010,Twentieth Century Fox,Male,,,,,
347,48,Diary of a Wimpy Kid,"$64,003,625 ","3,083","$64,003,625 ",2010,Twentieth Century Fox,Male,,,,,
355,56,Tooth Fairy,"$60,022,256 ","3,345","$60,022,256 ",2010,Twentieth Century Fox,Male,,,,,
364,65,Wall Street: Money Never Sleeps,"$52,474,616 ","3,597","$52,474,616 ",2010,Twentieth Century Fox,Male,,,,,
365,66,Predators,"$52,000,688 ","2,669","$52,000,688 ",2010,Twentieth Century Fox,Male,,,,,
387,88,Vampires Suck,"$36,661,504 ","3,233","$36,661,504 ",2010,Twentieth Century Fox,Male,,,,,
390,91,Marmaduke,"$33,644,788 ","3,213","$33,644,788 ",2010,Twentieth Century Fox,Male,,,,,
397,98,Love & Other Drugs,"$31,099,481 ","2,458","$32,367,005 ",2010,Twentieth Century Fox,Male,,,,,
408,9,Rise of the Planet of the Apes,"$176,760,185 ","3,691","$176,760,185 ",2011,Twentieth Century Fox,Male,,,,,
413,14,X-Men: First Class,"$146,408,305 ","3,692","$146,408,305 ",2011,Twentieth Century Fox,Male,,,,,
415,16,Rio,"$143,619,709 ","3,842","$143,619,809 ",2011,Twentieth Century Fox,Male,,,,,
433,34,Alvin and the Chipmunks: Chipwrecked,"$88,151,196 ","3,734","$133,110,742 ",2011,Twentieth Century Fox,Male,,,,,1
448,49,Mr. Popper's Penguins,"$68,224,452 ","3,342","$68,224,452 ",2011,Twentieth Century Fox,Male,,,,,
454,55,Water for Elephants,"$58,709,717 ","2,820","$58,709,717 ",2011,Twentieth Century Fox,Male,,,,,
464,65,Diary of a Wimpy Kid: Rodrick Rules,"$52,698,535 ","3,169","$52,698,535 ",2011,Twentieth Century Fox,Male,,,,,
483,84,"Big Mommas: Like Father, Like Son","$37,915,414 ","2,821","$37,915,414 ",2011,Twentieth Century Fox,Male,,,,,
487,88,We Bought a Zoo,"$37,297,939 ","3,170","$75,624,550 ",2011,Twentieth Century Fox,Male,,,,,
491,92,In Time,"$37,012,131 ","3,127","$37,520,095 ",2011,Twentieth Century Fox,Male,,,,,
513,14,Ice Age: Continental Drift,"$161,139,599 ","3,886","$161,321,843 ",2012,Twentieth Century Fox,Male,,,,,
516,17,Taken 2,"$138,936,379 ","3,706","$139,854,287 ",2012,Twentieth Century Fox,Male,,,,,
519,20,Prometheus,"$126,477,084 ","3,442","$126,477,084 ",2012,Twentieth Century Fox,Male,,,,,
531,32,Life of Pi,"$85,639,816 ","2,946","$124,987,023 ",2012,Twentieth Century Fox,Male,,,,,
544,45,Chronicle,"$64,575,175 ","2,908","$64,575,175 ",2012,Twentieth Century Fox,Male,,,,,
555,56,This Means War,"$54,760,791 ","3,189","$54,760,791 ",2012,Twentieth Century Fox,Male,,,,,
564,65,Red Tails,"$49,876,377 ","2,573","$49,876,377 ",2012,Twentieth Century Fox,Male,,,,,
566,67,Diary of a Wimpy Kid: Dog Days,"$49,008,662 ","3,401","$49,008,662 ",2012,Twentieth Century Fox,Male,,,,,
573,74,Alvin and the Chipmunks: Chipwrecked,"$44,959,546 ","3,734","$133,110,742 ",2012,Twentieth Century Fox,Male,,,,,
574,75,The Three Stooges,"$44,338,224 ","3,482","$44,338,224 ",2012,Twentieth Century Fox,Male,,,,,
579,80,Star Wars: Episode I - The Phantom Menace 2012 3D Release,"$43,456,382 ","2,655","$43,456,382 ",2012,Twentieth Century Fox,Male,,,,,
587,88,We Bought a Zoo,"$38,785,097 ","3,170","$75,624,550 ",2012,Twentieth Century Fox,Male,,,,,
589,90,Abraham Lincoln: Vampire Hunter,"$37,519,139 ","3,109","$37,519,139 ",2012,Twentieth Century Fox,Male,,,,,
593,94,The Watch,"$35,353,000 ","3,168","$35,353,000 ",2012,Twentieth Century Fox,Male,,,,,
597,98,Parental Guidance,"$33,993,350 ","3,368","$77,267,296 ",2012,Twentieth Century Fox,Male,,,,,
613,14,The Croods,"$187,168,425 ","4,065","$187,168,425 ",2013,Twentieth Century Fox,Male,,,,,
614,15,The Heat,"$159,582,188 ","3,184","$159,582,188 ",2013,Twentieth Century Fox,Male,,,,,
620,21,The Wolverine,"$132,556,852 ","3,924","$132,556,852 ",2013,Twentieth Century Fox,Male,,,,,
626,27,Epic,"$107,518,682 ","3,894","$107,518,682 ",2013,Twentieth Century Fox,Male,,,,,
642,43,Turbo,"$83,028,128 ","3,809","$83,028,128 ",2013,Twentieth Century Fox,Male,,,,,
651,52,Percy Jackson: Sea of Monsters,"$68,481,744 ","3,080","$68,559,554 ",2013,Twentieth Century Fox,Male,,,,,
653,54,A Good Day to Die Hard,"$67,349,198 ","3,555","$67,349,198 ",2013,Twentieth Century Fox,Male,,,,,
673,74,The Internship,"$44,672,764 ","3,399","$44,672,764 ",2013,Twentieth Century Fox,Male,,,,,
676,77,Parental Guidance,"$43,273,946 ","3,368","$77,267,296 ",2013,Twentieth Century Fox,Male,,,,,
681,82,Life of Pi,"$39,347,207 ","2,946","$124,987,023 ",2013,Twentieth Century Fox,Male,,,,,
692,93,The Secret Life of Walter Mitty,"$31,484,331 ","2,922","$58,236,838 ",2013,Twentieth Century Fox,Male,,,,,
706,7,X-Men: Days of Future Past,"$233,921,534 ","4,001","$233,921,534 ",2014,Twentieth Century Fox,Male,,,,,
707,8,Dawn of the Planet of the Apes,"$208,545,589 ","3,969","$208,545,589 ",2014,Twentieth Century Fox,Male,,,,,
715,16,How to Train Your Dragon 2,"$177,002,924 ","4,268","$177,002,924 ",2014,Twentieth Century Fox,Male,,,,,
716,17,Gone Girl,"$166,197,583 ","3,284","$167,767,189 ",2014,Twentieth Century Fox,Male,,,,,
721,22,Rio 2,"$131,538,435 ","3,975","$131,538,435 ",2014,Twentieth Century Fox,Male,,,,,
724,25,The Fault in Our Stars,"$124,872,350 ","3,340","$124,872,350 ",2014,Twentieth Century Fox,Male,,,,,
725,26,Mr. Peabody & Sherman,"$111,506,430 ","3,951","$111,506,430 ",2014,Twentieth Century Fox,Male,,,,,
727,28,The Maze Runner,"$102,104,191 ","3,638","$102,427,862 ",2014,Twentieth Century Fox,Male,,,,,
737,38,The Other Woman,"$83,911,193 ","3,306","$83,911,193 ",2014,Twentieth Century Fox,Male,,,,,
739,40,Let's Be Cops,"$82,390,774 ","3,140","$82,390,774 ",2014,Twentieth Century Fox,Male,,,,,
742,43,Penguins of Madagascar,"$74,028,222 ","3,775","$83,850,911 ",2014,Twentieth Century Fox,Male,,,,,
745,46,Night at the Museum: Secret of the Tomb,"$69,354,582 ","3,914","$113,746,621 ",2014,Twentieth Century Fox,Male,,,,,
752,53,Son of God,"$59,700,064 ","3,271","$59,700,064 ",2014,Twentieth Century Fox,Male,,,,,
759,60,Exodus: Gods and Kings,"$55,727,340 ","3,503","$65,014,513 ",2014,Twentieth Century Fox,Male,,,,,
768,69,The Book of Life,"$49,323,100 ","3,113","$50,151,543 ",2014,Twentieth Century Fox,Male,,,,,
798,99,The Secret Life of Walter Mitty,"$26,752,507 ","2,922","$58,236,838 ",2014,Twentieth Century Fox,Male,,,,,
808,9,The Martian,"$225,345,353 ","3,854","$228,433,663 ",2015,Twentieth Century Fox,Male,,,,,
814,15,Home,"$177,397,510 ","3,801","$177,397,510 ",2015,Twentieth Century Fox,Male,,,,,
822,23,Kingsman: The Secret Service,"$128,261,724 ","3,282","$128,261,724 ",2015,Twentieth Century Fox,Male,,,,,
823,24,The Peanuts Movie,"$128,235,584 ","3,902","$130,178,411 ",2015,Twentieth Century Fox,Male,,,,,
824,25,Spy,"$110,825,712 ","3,715","$110,825,712 ",2015,Twentieth Century Fox,Male,,,,,
831,32,Taken 3,"$89,256,424 ","3,594","$89,256,424 ",2015,Twentieth Century Fox,Male,,,,,
832,33,Maze Runner: The Scorch Trials,"$81,630,702 ","3,792","$81,697,192 ",2015,Twentieth Century Fox,Male,,,,,
851,52,Fantastic Four,"$56,117,548 ","4,004","$56,117,548 ",2015,Twentieth Century Fox,Male,,,,,
852,53,Alvin and the Chipmunks: The Road Chip,"$55,575,427 ","3,705","$85,886,987 ",2015,Twentieth Century Fox,Male,,,,,
859,60,Poltergeist,"$47,425,125 ","3,242","$47,425,125 ",2015,Twentieth Century Fox,Male,,,,,
864,65,Night at the Museum: Secret of the Tomb,"$44,392,039 ","3,914","$113,746,621 ",2015,Twentieth Century Fox,Male,,,,,
871,72,The Longest Ride,"$37,446,117 ","3,371","$37,446,117 ",2015,Twentieth Century Fox,Male,,,,,
880,81,Paper Towns,"$32,000,304 ","3,031","$32,000,304 ",2015,Twentieth Century Fox,Male,,,,,
